people_count,audio_energy,synthetic_label
11,51.03,normal
10,60.78,normal
15,63.65,normal
18,43.68,normal
13,49.09,normal
15,62.73,normal
62,94.02,anomaly
14,58.82,normal
11,67.48,normal
20,55.91,normal
16,56.05,normal
21,40.23,normal
12,53.78,normal
16,63.04,normal
6,65.36,normal
17,62.19,normal
16,59.09,normal
20,54.31,normal
17,68.22,normal
13,54.56,normal
13,58.11,normal
21,52.53,normal
24,55.8,normal
15,60.73,normal
18,53.11,normal
14,61.01,normal
18,61.56,normal
13,53.75,normal
4,47.94,normal
6,58.47,normal
21,56.46,normal
18,46.53,normal
22,53.41,normal
13,47.47,normal
20,59.14,normal
14,45.52,normal
57,89.43,anomaly
14,51.85,normal
5,48.06,normal
15,44.18,normal
15,63.3,normal
14,59.93,normal
18,59.34,normal
14,53.8,normal
19,55.75,normal
17,60.94,normal
11,65.43,normal
6,75.0,normal
11,46.26,normal
11,61.79,normal
15,56.51,normal
7,55.04,normal
8,47.61,normal
18,49.71,normal
12,43.93,normal
16,56.89,normal
12,65.36,normal
16,55.44,normal
10,62.56,normal
19,49.03,normal
18,53.52,normal
14,47.24,normal
17,48.59,normal
14,60.41,normal
12,56.88,normal
60,85.48,anomaly
14,63.45,normal
18,60.52,normal
15,42.08,normal
16,50.9,normal
17,35.82,normal
10,59.73,normal
10,58.57,normal
18,59.62,normal
9,50.91,normal
17,67.54,normal
21,66.39,normal
15,45.74,normal
20,53.85,normal
20,62.01,normal
22,54.7,normal
7,45.17,normal
18,44.17,normal
13,60.87,normal
17,52.14,normal
13,53.64,normal
13,60.03,normal
16,53.22,normal
20,60.18,normal
13,68.76,normal
26,42.92,normal
21,56.61,normal
12,57.46,normal
15,57.59,normal
17,46.03,normal
13,63.66,normal
17,55.39,normal
16,55.89,normal
19,67.44,normal
12,47.82,normal
16,54.49,normal
16,60.37,normal
17,41.47,normal
16,48.67,normal
13,48.03,normal
16,53.05,normal
15,60.24,normal
25,48.87,normal
16,51.77,normal
15,54.63,normal
11,49.21,normal
12,59.12,normal
14,66.95,normal
18,57.94,normal
15,58.34,normal
13,44.6,normal
20,60.16,normal
14,62.15,normal
9,57.77,normal
15,68.47,normal
10,55.81,normal
18,52.52,normal
14,49.95,normal
20,43.65,normal
18,60.25,normal
61,84.92,anomaly
13,72.3,normal
11,52.07,normal
10,50.66,normal
24,55.81,normal
15,57.89,normal
15,57.69,normal
21,45.89,normal
18,54.98,normal
15,56.57,normal
15,51.99,normal
16,54.81,normal
15,56.7,normal
18,59.53,normal
13,53.91,normal
13,55.99,normal
18,67.77,normal
16,58.29,normal
18,48.41,normal
11,50.38,normal
10,51.33,normal
16,56.8,normal
14,52.2,normal
64,87.87,anomaly
17,56.94,normal
17,54.37,normal
22,59.73,normal
22,60.08,normal
15,68.81,normal
22,54.59,normal
14,48.97,normal
20,46.49,normal
18,48.05,normal
20,69.85,normal
9,48.77,normal
8,54.15,normal
14,47.12,normal
9,67.95,normal
8,51.66,normal
11,54.54,normal
12,65.05,normal
17,48.67,normal
15,49.08,normal
19,40.78,normal
19,49.33,normal
13,56.81,normal
23,62.41,normal
16,54.8,normal
11,45.65,normal
14,44.0,normal
53,89.8,anomaly
16,52.82,normal
21,49.3,normal
20,53.74,normal
71,94.22,anomaly
17,40.69,normal
15,65.84,normal
14,56.13,normal
17,68.66,normal
62,89.57,anomaly
17,56.94,normal
16,50.43,normal
19,53.2,normal
19,64.1,normal
16,56.64,normal
17,58.96,normal
17,71.96,normal
11,56.93,normal
51,83.18,anomaly
16,44.16,normal
14,56.94,normal
12,61.98,normal
13,45.74,normal
11,60.25,normal
12,52.39,normal
17,41.99,normal
11,55.11,normal
18,53.21,normal
56,98.6,anomaly
21,53.32,normal
17,47.76,normal
17,50.9,normal
15,54.34,normal
10,70.64,normal
5,44.8,normal
12,55.46,normal
14,45.73,normal
11,64.46,normal
15,58.85,normal
13,50.67,normal
12,53.18,normal
9,65.21,normal
11,51.35,normal
16,58.66,normal
13,58.72,normal
10,59.42,normal
14,48.13,normal
21,57.09,normal
15,56.73,normal
15,53.28,normal
14,51.24,normal
13,39.35,normal
8,49.07,normal
12,49.36,normal
19,50.44,normal
17,52.85,normal
20,47.13,normal
19,63.05,normal
14,60.06,normal
18,60.4,normal
16,52.7,normal
21,52.39,normal
11,46.05,normal
10,55.58,normal
17,44.52,normal
13,50.11,normal
13,56.79,normal
14,75.0,normal
11,60.12,normal
13,50.12,normal
18,50.74,normal
10,58.06,normal
57,80.0,anomaly
13,55.96,normal
12,59.81,normal
9,53.17,normal
15,63.32,normal
11,61.91,normal
12,65.36,normal
14,63.25,normal
23,58.79,normal
9,68.81,normal
11,38.33,normal
9,55.45,normal
12,61.85,normal
16,58.94,normal
16,57.14,normal
17,72.45,normal
57,89.37,anomaly
13,56.48,normal
7,48.21,normal
59,85.09,anomaly
9,55.3,normal
16,55.97,normal
16,53.8,normal
13,52.81,normal
10,53.01,normal
14,54.56,normal
14,57.29,normal
14,53.46,normal
9,59.12,normal
11,50.26,normal
62,87.68,anomaly
17,43.25,normal
11,57.26,normal
14,45.55,normal
12,64.64,normal
13,55.5,normal
19,49.68,normal
7,59.82,normal
13,48.4,normal
21,52.77,normal
19,55.87,normal
18,56.97,normal
12,40.1,normal
62,86.63,anomaly
14,58.15,normal
8,44.66,normal
17,44.66,normal
7,46.68,normal
15,48.58,normal
16,54.15,normal
13,54.2,normal
11,56.79,normal
8,60.79,normal
16,57.76,normal
14,52.24,normal
23,58.3,normal
9,65.82,normal
13,55.1,normal
15,54.11,normal
10,62.99,normal
16,41.11,normal
5,52.01,normal
18,47.76,normal
14,51.88,normal
16,49.34,normal
11,57.24,normal
15,55.64,normal
12,45.79,normal
11,54.25,normal
11,43.92,normal
19,68.48,normal
9,52.38,normal
12,45.11,normal
11,46.15,normal
16,59.18,normal
55,84.55,anomaly
13,54.06,normal
11,57.82,normal
18,57.67,normal
9,59.79,normal
13,50.54,normal
15,42.49,normal
16,49.25,normal
13,51.17,normal
12,44.6,normal
18,54.38,normal
11,50.34,normal
13,61.38,normal
11,57.75,normal
11,54.5,normal
17,60.28,normal
14,64.57,normal
8,53.15,normal
57,88.42,anomaly
13,39.63,normal
17,54.72,normal
18,48.23,normal
10,57.46,normal
13,56.94,normal
12,52.15,normal
16,59.0,normal
10,49.91,normal
18,52.56,normal
15,63.86,normal
16,48.98,normal
18,50.47,normal
62,85.11,anomaly
12,63.33,normal
17,49.47,normal
14,53.18,normal
12,59.14,normal
14,45.0,normal
14,45.43,normal
15,66.51,normal
19,57.07,normal
20,39.34,normal
10,54.65,normal
12,57.83,normal
16,57.04,normal
16,46.05,normal
22,55.13,normal
18,54.21,normal
14,68.15,normal
7,51.1,normal
11,61.49,normal
16,54.78,normal
20,65.26,normal
13,54.61,normal
11,58.39,normal
20,57.79,normal
15,58.45,normal
14,61.11,normal
53,85.7,anomaly
12,52.41,normal
16,62.02,normal
18,44.25,normal
17,54.21,normal
22,57.2,normal
23,52.58,normal
18,63.62,normal
54,81.95,anomaly
60,89.69,anomaly
18,50.47,normal
15,53.28,normal
15,59.73,normal
14,53.91,normal
13,52.05,normal
12,58.08,normal
12,40.31,normal
18,53.45,normal
20,48.25,normal
14,52.9,normal
18,49.31,normal
12,35.75,normal
12,61.55,normal
64,92.39,anomaly
18,58.95,normal
21,68.25,normal
17,52.79,normal
8,58.36,normal
23,54.19,normal
12,50.19,normal
14,53.83,normal
60,90.54,anomaly
14,43.76,normal
15,54.3,normal
24,46.1,normal
20,59.66,normal
9,60.49,normal
16,46.42,normal
12,66.78,normal
15,51.57,normal
11,49.18,normal
15,75.0,normal
21,42.58,normal
11,49.53,normal
18,61.12,normal
13,57.95,normal
19,56.3,normal
21,64.85,normal
18,49.16,normal
12,51.81,normal
13,43.38,normal
8,62.7,normal
16,42.1,normal
16,53.72,normal
15,42.25,normal
10,48.64,normal
11,49.03,normal
15,49.11,normal
16,52.38,normal
23,48.21,normal
58,89.28,anomaly
16,48.04,normal
9,50.78,normal
12,57.12,normal
21,46.12,normal
15,60.08,normal
21,52.41,normal
13,43.81,normal
13,50.17,normal
17,42.34,normal
20,49.01,normal
13,50.58,normal
16,51.0,normal
15,57.04,normal
12,62.06,normal
11,56.45,normal
16,51.91,normal
15,52.82,normal
10,47.92,normal
19,66.5,normal
16,51.22,normal
9,49.41,normal
14,48.46,normal
18,61.46,normal
14,62.4,normal
9,58.4,normal
7,62.53,normal
14,43.38,normal
21,55.3,normal
14,61.8,normal
15,59.31,normal
8,47.57,normal
15,59.94,normal
22,58.29,normal
14,52.81,normal
14,58.88,normal
9,46.87,normal
11,54.71,normal
8,51.4,normal
16,57.93,normal
20,53.02,normal
11,53.49,normal
21,46.71,normal
18,51.58,normal
18,52.84,normal
16,59.05,normal
17,66.13,normal
10,48.09,normal
12,52.97,normal
14,60.36,normal
13,54.39,normal
10,51.72,normal
18,61.22,normal
17,55.08,normal
8,54.65,normal
10,54.24,normal
20,54.94,normal
15,49.18,normal
16,60.84,normal
10,57.94,normal
11,47.4,normal
13,49.91,normal
16,61.49,normal
15,64.71,normal
15,50.58,normal
15,47.08,normal
12,53.03,normal
12,62.57,normal
16,55.63,normal
61,80.0,anomaly
16,51.25,normal
11,48.13,normal
15,51.81,normal
16,49.63,normal
13,53.21,normal
21,53.76,normal
12,48.39,normal
16,45.64,normal
11,60.85,normal
13,53.3,normal
7,57.59,normal
16,65.51,normal
9,69.23,normal
11,40.98,normal
17,55.8,normal
16,73.44,normal
13,62.97,normal
12,47.48,normal
18,48.5,normal
57,100.0,anomaly
15,49.36,normal
64,82.02,anomaly
17,51.19,normal
12,54.57,normal
57,87.58,anomaly
17,66.48,normal
6,44.22,normal
18,54.73,normal
11,57.25,normal
15,64.3,normal
22,58.84,normal
17,49.18,normal
11,57.23,normal
55,96.97,anomaly
17,56.61,normal
17,48.65,normal
17,51.71,normal
12,49.47,normal
15,41.58,normal
15,59.83,normal
20,47.87,normal
9,58.26,normal
16,52.87,normal
22,60.39,normal
18,56.87,normal
13,55.69,normal
15,61.82,normal
21,48.69,normal
17,61.36,normal
14,51.92,normal
15,56.66,normal
20,47.06,normal
11,59.68,normal
16,50.92,normal
11,44.72,normal
